Force (N),Flex Raw ADC 1,Flex Voltage 1(V),Flex Resistance 1(Ohms),Flex Raw ADC 2,Flex Voltage 2(V),Flex Resistance 2(Ohms),Flex Raw ADC 3,Flex Voltage 3(V),Flex Resistance 3(Ohms),Load Cell Voltage (V),Load Cell Raw ADC,Location
0.058,191.0,0.934,243937.171,7.0,0.034,8128000.0,73.0,0.357,728767.187,0.073,15.0,"(2,4)"
0.058,205.0,1.002,223453.656,13.0,0.064,4350769.0,38.0,0.186,1451579.0,0.073,15.0,"(2,4)"
0.058,174.0,0.85,273241.375,18.0,0.088,3126666.75,32.0,0.156,1734250.0,0.073,15.0,"(2,4)"
0.063,172.0,0.841,277069.781,35.0,0.171,1580800.0,41.0,0.2,1341268.25,0.078,16.0,"(2,4)"
0.058,158.0,0.772,306582.281,26.0,0.127,2147384.5,53.0,0.259,1024905.687,0.073,15.0,"(2,4)"
0.058,174.0,0.85,273241.375,18.0,0.088,3126666.75,43.0,0.21,1276279.125,0.073,15.0,"(2,4)"
0.063,173.0,0.846,275144.5,20.0,0.098,2808400.0,37.0,0.181,1492324.25,0.078,16.0,"(2,4)"
0.068,178.0,0.87,265842.687,20.0,0.098,2808400.0,24.0,0.117,2331000.0,0.083,17.0,"(2,4)"
0.063,174.0,0.85,273241.375,40.0,0.196,1376200.0,41.0,0.2,1341268.25,0.078,16.0,"(2,4)"
0.058,154.0,0.753,316000.0,17.0,0.083,3313882.25,39.0,0.191,1412923.125,0.073,15.0,"(2,4)"
0.039,169.0,0.826,282982.25,24.0,0.117,2331000.0,31.0,0.152,1792000.0,0.054,11.0,"(2,4)"
0.058,184.0,0.899,255347.843,24.0,0.117,2331000.0,43.0,0.21,1276279.125,0.073,15.0,"(2,4)"
0.063,177.0,0.865,267661.031,22.0,0.108,2548000.0,40.0,0.196,1376200.0,0.078,16.0,"(2,4)"
0.053,167.0,0.816,287041.937,22.0,0.108,2548000.0,36.0,0.176,1535333.375,0.068,14.0,"(2,4)"
0.063,176.0,0.86,269500.0,7.0,0.034,8128000.0,42.0,0.205,1308000.0,0.078,16.0,"(2,4)"
0.063,172.0,0.841,277069.781,21.0,0.103,2672000.0,42.0,0.205,1308000.0,0.078,16.0,"(2,4)"
0.053,178.0,0.87,265842.687,40.0,0.196,1376200.0,34.0,0.166,1628941.125,0.068,14.0,"(2,4)"
0.063,176.0,0.86,269500.0,9.0,0.044,6309333.5,41.0,0.2,1341268.25,0.078,16.0,"(2,4)"
0.058,178.0,0.87,265842.687,20.0,0.098,2808400.0,40.0,0.196,1376200.0,0.073,15.0,"(2,4)"
0.058,200.0,0.978,230439.984,17.0,0.083,3313882.25,55.0,0.269,985599.937,0.073,15.0,"(2,4)"
0.053,170.0,0.831,280988.25,6.0,0.029,9492000.0,27.0,0.132,2065777.75,0.068,14.0,"(2,4)"
0.068,176.0,0.86,269500.0,26.0,0.127,2147384.5,48.0,0.235,1137500.0,0.083,17.0,"(2,4)"
0.058,179.0,0.875,264044.687,19.0,0.093,2959158.0,50.0,0.244,1089760.0,0.073,15.0,"(2,4)"
0.058,163.0,0.797,295460.125,24.0,0.117,2331000.0,57.0,0.279,949052.625,0.073,15.0,"(2,4)"
0.063,173.0,0.846,275144.5,24.0,0.117,2331000.0,41.0,0.2,1341268.25,0.078,16.0,"(2,4)"
0.063,175.0,0.855,271360.0,24.0,0.117,2331000.0,47.0,0.23,1162893.625,0.078,16.0,"(2,4)"
0.063,180.0,0.88,262266.656,28.0,0.137,1990000.0,46.0,0.225,1189391.375,0.078,16.0,"(2,4)"
0.058,174.0,0.85,273241.375,22.0,0.108,2548000.0,35.0,0.171,1580800.0,0.073,15.0,"(2,4)"
0.058,177.0,0.865,267661.031,17.0,0.083,3313882.25,49.0,0.239,1113142.875,0.073,15.0,"(2,4)"
0.058,179.0,0.875,264044.687,22.0,0.108,2548000.0,45.0,0.22,1217066.625,0.073,15.0,"(2,4)"
0.063,191.0,0.934,243937.171,29.0,0.142,1919448.375,44.0,0.215,1246000.0,0.078,16.0,"(2,4)"
0.073,179.0,0.875,264044.687,26.0,0.127,2147384.5,50.0,0.244,1089760.0,0.088,18.0,"(2,4)"
0.063,181.0,0.885,260508.281,22.0,0.108,2548000.0,50.0,0.244,1089760.0,0.078,16.0,"(2,4)"
0.063,173.0,0.846,275144.5,24.0,0.117,2331000.0,109.0,0.533,469577.968,0.078,16.0,"(2,4)"
0.063,176.0,0.86,269500.0,23.0,0.112,2434782.75,51.0,0.249,1067294.125,0.078,16.0,"(2,4)"
0.058,177.0,0.865,267661.031,22.0,0.108,2548000.0,48.0,0.235,1137500.0,0.073,15.0,"(2,4)"
0.068,170.0,0.831,280988.25,23.0,0.112,2434782.75,47.0,0.23,1162893.625,0.083,17.0,"(2,4)"
0.063,180.0,0.88,262266.656,23.0,0.112,2434782.75,32.0,0.156,1734250.0,0.078,16.0,"(2,4)"
0.063,183.0,0.894,257049.187,28.0,0.137,1990000.0,49.0,0.239,1113142.875,0.078,16.0,"(2,4)"
0.068,188.0,0.919,248723.39,24.0,0.117,2331000.0,49.0,0.239,1113142.875,0.083,17.0,"(2,4)"
0.063,182.0,0.89,258769.234,25.0,0.122,2235520.0,48.0,0.235,1137500.0,0.078,16.0,"(2,4)"
0.063,184.0,0.899,255347.843,24.0,0.117,2331000.0,52.0,0.254,1045692.312,0.078,16.0,"(2,4)"
0.053,163.0,0.797,295460.125,30.0,0.147,1853600.125,57.0,0.279,949052.625,0.068,14.0,"(2,4)"
0.058,183.0,0.894,257049.187,28.0,0.137,1990000.0,54.0,0.264,1004888.875,0.073,15.0,"(2,4)"
0.068,177.0,0.865,267661.031,24.0,0.117,2331000.0,51.0,0.249,1067294.125,0.083,17.0,"(2,4)"
0.058,182.0,0.89,258769.234,50.0,0.244,1089760.0,53.0,0.259,1024905.687,0.073,15.0,"(2,4)"
0.063,174.0,0.85,273241.375,26.0,0.127,2147384.5,54.0,0.264,1004888.875,0.078,16.0,"(2,4)"
0.063,181.0,0.885,260508.281,28.0,0.137,1990000.0,62.0,0.303,868000.0,0.078,16.0,"(2,4)"
0.063,184.0,0.899,255347.843,25.0,0.122,2235520.0,54.0,0.264,1004888.875,0.078,16.0,"(2,4)"
0.068,180.0,0.88,262266.656,24.0,0.117,2331000.0,55.0,0.269,985599.937,0.083,17.0,"(2,4)"
0.063,180.0,0.88,262266.656,52.0,0.254,1045692.312,56.0,0.274,967000.0,0.078,16.0,"(2,4)"
0.063,182.0,0.89,258769.234,26.0,0.127,2147384.5,55.0,0.269,985599.937,0.078,16.0,"(2,4)"
0.063,178.0,0.87,265842.687,26.0,0.127,2147384.5,53.0,0.259,1024905.687,0.078,16.0,"(2,4)"
0.058,186.0,0.909,252000.0,18.0,0.088,3126666.75,84.0,0.411,626000.0,0.073,15.0,"(2,4)"
0.063,185.0,0.904,253664.875,26.0,0.127,2147384.5,50.0,0.244,1089760.0,0.078,16.0,"(2,4)"
0.063,179.0,0.875,264044.687,25.0,0.122,2235520.0,45.0,0.22,1217066.625,0.078,16.0,"(2,4)"
0.058,187.0,0.914,250352.937,18.0,0.088,3126666.75,87.0,0.425,602482.75,0.073,15.0,"(2,4)"
0.058,178.0,0.87,265842.687,28.0,0.137,1990000.0,51.0,0.249,1067294.125,0.073,15.0,"(2,4)"
0.063,185.0,0.904,253664.875,30.0,0.147,1853600.125,54.0,0.264,1004888.875,0.078,16.0,"(2,4)"
0.058,163.0,0.797,295460.125,30.0,0.147,1853600.125,54.0,0.264,1004888.875,0.073,15.0,"(2,4)"
0.058,182.0,0.89,258769.234,26.0,0.127,2147384.5,55.0,0.269,985599.937,0.073,15.0,"(2,4)"
0.063,177.0,0.865,267661.031,26.0,0.127,2147384.5,54.0,0.264,1004888.875,0.078,16.0,"(2,4)"
0.063,179.0,0.875,264044.687,35.0,0.171,1580800.0,54.0,0.264,1004888.875,0.078,16.0,"(2,4)"
0.068,160.0,0.782,302050.0,32.0,0.156,1734250.0,52.0,0.254,1045692.312,0.083,17.0,"(2,4)"
0.058,180.0,0.88,262266.656,34.0,0.166,1628941.125,52.0,0.254,1045692.312,0.073,15.0,"(2,4)"
0.058,172.0,0.841,277069.781,26.0,0.127,2147384.5,57.0,0.279,949052.625,0.073,15.0,"(2,4)"
0.073,180.0,0.88,262266.656,25.0,0.122,2235520.0,16.0,0.078,3524500.0,0.088,18.0,"(2,4)"
0.068,191.0,0.934,243937.171,29.0,0.142,1919448.375,55.0,0.269,985599.937,0.083,17.0,"(2,4)"
0.063,176.0,0.86,269500.0,27.0,0.132,2065777.75,60.0,0.293,898800.062,0.078,16.0,"(2,4)"
0.058,176.0,0.86,269500.0,27.0,0.132,2065777.75,54.0,0.264,1004888.875,0.073,15.0,"(2,4)"
0.063,198.0,0.968,233333.343,35.0,0.171,1580800.0,54.0,0.264,1004888.875,0.078,16.0,"(2,4)"
0.058,176.0,0.86,269500.0,29.0,0.142,1919448.375,58.0,0.283,931724.187,0.073,15.0,"(2,4)"
0.058,176.0,0.86,269500.0,30.0,0.147,1853600.125,59.0,0.288,914983.062,0.073,15.0,"(2,4)"
0.068,180.0,0.88,262266.656,31.0,0.152,1792000.0,59.0,0.288,914983.062,0.083,17.0,"(2,4)"
0.093,294.0,1.437,138857.156,25.0,0.122,2235520.0,73.0,0.357,728767.187,0.108,22.0,"(2,4)"
0.058,178.0,0.87,265842.687,26.0,0.127,2147384.5,64.0,0.313,839125.0,0.073,15.0,"(2,4)"
0.058,177.0,0.865,267661.031,29.0,0.142,1919448.375,55.0,0.269,985599.937,0.073,15.0,"(2,4)"
0.063,180.0,0.88,262266.656,28.0,0.137,1990000.0,53.0,0.259,1024905.687,0.078,16.0,"(2,4)"
0.058,240.0,1.173,182700.015,17.0,0.083,3313882.25,84.0,0.411,626000.0,0.073,15.0,"(2,4)"
0.058,157.0,0.767,308891.718,26.0,0.127,2147384.5,71.0,0.347,750873.25,0.073,15.0,"(2,4)"
0.063,179.0,0.875,264044.687,29.0,0.142,1919448.375,62.0,0.303,868000.0,0.078,16.0,"(2,4)"
0.063,180.0,0.88,262266.656,30.0,0.147,1853600.125,57.0,0.279,949052.625,0.078,16.0,"(2,4)"
0.053,179.0,0.875,264044.687,63.0,0.308,853333.312,166.0,0.811,289108.437,0.068,14.0,"(2,4)"
0.058,196.0,0.958,236285.734,27.0,0.132,2065777.75,62.0,0.303,868000.0,0.073,15.0,"(2,4)"
0.063,175.0,0.855,271360.0,29.0,0.142,1919448.375,60.0,0.293,898800.062,0.078,16.0,"(2,4)"
0.063,165.0,0.806,291200.0,32.0,0.156,1734250.0,65.0,0.318,825353.812,0.078,16.0,"(2,4)"
0.063,188.0,0.919,248723.39,38.0,0.186,1451579.0,57.0,0.279,949052.625,0.078,16.0,"(2,4)"
0.058,182.0,0.89,258769.234,22.0,0.108,2548000.0,61.0,0.298,883147.5,0.073,15.0,"(2,4)"
0.058,179.0,0.875,264044.687,26.0,0.127,2147384.5,61.0,0.298,883147.5,0.073,15.0,"(2,4)"
0.068,177.0,0.865,267661.031,32.0,0.156,1734250.0,60.0,0.293,898800.062,0.083,17.0,"(2,4)"
0.058,176.0,0.86,269500.0,31.0,0.152,1792000.0,61.0,0.298,883147.5,0.073,15.0,"(2,4)"
0.058,172.0,0.841,277069.781,33.0,0.161,1680000.0,55.0,0.269,985599.937,0.073,15.0,"(2,4)"
0.058,227.0,1.109,196370.046,26.0,0.127,2147384.5,72.0,0.352,739666.687,0.073,15.0,"(2,4)"
0.058,165.0,0.806,291200.0,28.0,0.137,1990000.0,61.0,0.298,883147.5,0.073,15.0,"(2,4)"
0.058,178.0,0.87,265842.687,30.0,0.147,1853600.125,58.0,0.283,931724.187,0.073,15.0,"(2,4)"
0.058,180.0,0.88,262266.656,30.0,0.147,1853600.125,39.0,0.191,1412923.125,0.073,15.0,"(2,4)"
0.063,191.0,0.934,243937.171,28.0,0.137,1990000.0,78.0,0.381,678461.562,0.078,16.0,"(2,4)"
0.058,160.0,0.782,302050.0,32.0,0.156,1734250.0,59.0,0.288,914983.062,0.073,15.0,"(2,4)"
0.063,181.0,0.885,260508.281,30.0,0.147,1853600.125,60.0,0.293,898800.062,0.078,16.0,"(2,4)"
0.063,181.0,0.885,260508.281,35.0,0.171,1580800.0,52.0,0.254,1045692.312,0.078,16.0,"(2,4)"
0.058,196.0,0.958,236285.734,25.0,0.122,2235520.0,88.0,0.43,595000.0,0.073,15.0,"(2,4)"
0.058,179.0,0.875,264044.687,30.0,0.147,1853600.125,57.0,0.279,949052.625,0.073,15.0,"(2,4)"
0.058,180.0,0.88,262266.656,30.0,0.147,1853600.125,49.0,0.239,1113142.875,0.073,15.0,"(2,4)"
0.088,239.0,1.168,183698.75,37.0,0.181,1492324.25,68.0,0.332,786470.562,0.103,21.0,"(2,4)"
0.063,185.0,0.904,253664.875,26.0,0.127,2147384.5,72.0,0.352,739666.687,0.078,16.0,"(2,4)"
0.058,181.0,0.885,260508.281,30.0,0.147,1853600.125,59.0,0.288,914983.062,0.073,15.0,"(2,4)"
0.063,179.0,0.875,264044.687,32.0,0.156,1734250.0,64.0,0.313,839125.0,0.078,16.0,"(2,4)"
0.058,180.0,0.88,262266.656,29.0,0.142,1919448.375,48.0,0.235,1137500.0,0.073,15.0,"(2,4)"
0.058,264.0,1.29,161000.0,35.0,0.171,1580800.0,68.0,0.332,786470.562,0.073,15.0,"(2,4)"
0.058,182.0,0.89,258769.234,30.0,0.147,1853600.125,69.0,0.337,774260.875,0.073,15.0,"(2,4)"
0.058,179.0,0.875,264044.687,29.0,0.142,1919448.375,61.0,0.298,883147.5,0.073,15.0,"(2,4)"
0.068,178.0,0.87,265842.687,35.0,0.171,1580800.0,67.0,0.327,799044.812,0.083,17.0,"(2,4)"
0.068,182.0,0.89,258769.234,43.0,0.21,1276279.125,66.0,0.323,812000.0,0.083,17.0,"(2,4)"
0.058,181.0,0.885,260508.281,35.0,0.171,1580800.0,83.0,0.406,634216.875,0.073,15.0,"(2,4)"
0.063,181.0,0.885,260508.281,18.0,0.088,3126666.75,67.0,0.327,799044.812,0.078,16.0,"(2,4)"
0.058,186.0,0.909,252000.0,29.0,0.142,1919448.375,56.0,0.274,967000.0,0.073,15.0,"(2,4)"
0.063,179.0,0.875,264044.687,33.0,0.161,1680000.0,61.0,0.298,883147.5,0.078,16.0,"(2,4)"
0.063,178.0,0.87,265842.687,36.0,0.176,1535333.375,65.0,0.318,825353.812,0.078,16.0,"(2,4)"
0.058,179.0,0.875,264044.687,34.0,0.166,1628941.125,62.0,0.303,868000.0,0.073,15.0,"(2,4)"
0.063,168.0,0.821,285000.0,33.0,0.161,1680000.0,66.0,0.323,812000.0,0.078,16.0,"(2,4)"
0.068,173.0,0.846,275144.5,40.0,0.196,1376200.0,0.0,0.0,0.0,0.083,17.0,"(2,4)"
0.058,183.0,0.894,257049.187,32.0,0.156,1734250.0,65.0,0.318,825353.812,0.073,15.0,"(2,4)"
0.058,162.0,0.792,297629.625,30.0,0.147,1853600.125,64.0,0.313,839125.0,0.073,15.0,"(2,4)"
0.078,182.0,0.89,258769.234,33.0,0.161,1680000.0,67.0,0.327,799044.812,0.093,19.0,"(2,4)"
0.058,184.0,0.899,255347.843,31.0,0.152,1792000.0,32.0,0.156,1734250.0,0.073,15.0,"(2,4)"
0.068,193.0,0.943,240829.015,35.0,0.171,1580800.0,62.0,0.303,868000.0,0.083,17.0,"(2,4)"
0.058,184.0,0.899,255347.843,32.0,0.156,1734250.0,68.0,0.332,786470.562,0.073,15.0,"(2,4)"
0.063,168.0,0.821,285000.0,36.0,0.176,1535333.375,47.0,0.23,1162893.625,0.078,16.0,"(2,4)"
0.058,183.0,0.894,257049.187,34.0,0.166,1628941.125,63.0,0.308,853333.312,0.073,15.0,"(2,4)"
0.063,177.0,0.865,267661.031,37.0,0.181,1492324.25,68.0,0.332,786470.562,0.078,16.0,"(2,4)"
0.063,185.0,0.904,253664.875,36.0,0.176,1535333.375,50.0,0.244,1089760.0,0.078,16.0,"(2,4)"
0.058,166.0,0.811,289108.437,74.0,0.362,718162.125,58.0,0.283,931724.187,0.073,15.0,"(2,4)"
0.058,97.0,0.474,534597.937,13.0,0.064,4350769.0,47.0,0.23,1162893.625,0.073,15.0,"(2,4)"
0.058,182.0,0.89,258769.234,31.0,0.152,1792000.0,65.0,0.318,825353.812,0.073,15.0,"(2,4)"
0.068,182.0,0.89,258769.234,35.0,0.171,1580800.0,64.0,0.313,839125.0,0.083,17.0,"(2,4)"
0.053,183.0,0.894,257049.187,103.0,0.503,500194.187,64.0,0.313,839125.0,0.068,14.0,"(2,4)"
0.058,172.0,0.841,277069.781,15.0,0.073,3763200.25,42.0,0.205,1308000.0,0.073,15.0,"(2,4)"
0.058,180.0,0.88,262266.656,31.0,0.152,1792000.0,63.0,0.308,853333.312,0.073,15.0,"(2,4)"
0.058,180.0,0.88,262266.656,33.0,0.161,1680000.0,67.0,0.327,799044.812,0.073,15.0,"(2,4)"
0.058,181.0,0.885,260508.281,38.0,0.186,1451579.0,51.0,0.249,1067294.125,0.073,15.0,"(2,4)"
0.073,278.0,1.359,150071.937,30.0,0.147,1853600.125,88.0,0.43,595000.0,0.088,18.0,"(2,4)"
0.063,182.0,0.89,258769.234,34.0,0.166,1628941.125,78.0,0.381,678461.562,0.078,16.0,"(2,4)"
0.058,181.0,0.885,260508.281,30.0,0.147,1853600.125,62.0,0.303,868000.0,0.073,15.0,"(2,4)"
0.063,182.0,0.89,258769.234,40.0,0.196,1376200.0,59.0,0.288,914983.062,0.078,16.0,"(2,4)"
0.083,186.0,0.909,252000.0,43.0,0.21,1276279.125,7.0,0.034,8128000.0,0.098,20.0,"(2,4)"
0.058,178.0,0.87,265842.687,74.0,0.362,718162.125,67.0,0.327,799044.812,0.073,15.0,"(2,4)"
0.063,179.0,0.875,264044.687,35.0,0.171,1580800.0,69.0,0.337,774260.875,0.078,16.0,"(2,4)"
0.058,186.0,0.909,252000.0,33.0,0.161,1680000.0,67.0,0.327,799044.812,0.073,15.0,"(2,4)"
0.058,183.0,0.894,257049.187,64.0,0.313,839125.0,64.0,0.313,839125.0,0.073,15.0,"(2,4)"
0.053,173.0,0.846,275144.5,37.0,0.181,1492324.25,71.0,0.347,750873.25,0.068,14.0,"(2,4)"
0.058,175.0,0.855,271360.0,37.0,0.181,1492324.25,58.0,0.283,931724.187,0.073,15.0,"(2,4)"
0.058,211.0,1.031,215507.125,35.0,0.171,1580800.0,69.0,0.337,774260.875,0.073,15.0,"(2,4)"
0.063,185.0,0.904,253664.875,34.0,0.166,1628941.125,71.0,0.347,750873.25,0.078,16.0,"(2,4)"
0.058,115.0,0.562,442156.5,13.0,0.064,4350769.0,54.0,0.264,1004888.875,0.073,15.0,"(2,4)"
0.063,184.0,0.899,255347.843,10.0,0.049,5672800.0,110.0,0.538,464799.968,0.078,16.0,"(2,4)"
0.063,181.0,0.885,260508.281,28.0,0.137,1990000.0,77.0,0.376,688000.0,0.078,16.0,"(2,4)"
0.068,178.0,0.87,265842.687,28.0,0.137,1990000.0,73.0,0.357,728767.187,0.083,17.0,"(2,4)"
0.093,182.0,0.89,258769.234,0.0,0.0,0.0,22.0,0.108,2548000.0,0.108,22.0,"(2,4)"
0.102,177.0,0.865,267661.031,47.0,0.23,1162893.625,48.0,0.235,1137500.0,0.117,24.0,"(2,4)"
0.146,164.0,0.802,293317.062,0.0,0.0,0.0,26.0,0.127,2147384.5,0.161,33.0,"(2,4)"
0.229,162.0,0.792,297629.625,6.0,0.029,9492000.0,30.0,0.147,1853600.125,0.244,50.0,"(2,4)"
0.352,189.0,0.924,247111.109,21.0,0.103,2672000.0,31.0,0.152,1792000.0,0.367,75.0,"(2,4)"
0.498,169.0,0.826,282982.25,12.0,0.059,4718000.0,38.0,0.186,1451579.0,0.513,105.0,"(2,4)"
0.63,147.0,0.718,333714.312,14.0,0.068,4036000.0,37.0,0.181,1492324.25,0.645,132.0,"(2,4)"
0.684,110.0,0.538,464799.968,30.0,0.147,1853600.125,26.0,0.127,2147384.5,0.699,143.0,"(2,4)"
0.747,162.0,0.792,297629.625,29.0,0.142,1919448.375,51.0,0.249,1067294.125,0.762,156.0,"(2,4)"
0.831,143.0,0.699,344615.406,30.0,0.147,1853600.125,49.0,0.239,1113142.875,0.846,173.0,"(2,4)"
0.86,117.0,0.572,433641.062,24.0,0.117,2331000.0,63.0,0.308,853333.312,0.875,179.0,"(2,4)"
0.889,88.0,0.43,595000.0,22.0,0.108,2548000.0,65.0,0.318,825353.812,0.904,185.0,"(2,4)"
0.826,73.0,0.357,728767.187,21.0,0.103,2672000.0,67.0,0.327,799044.812,0.841,172.0,"(2,4)"
0.718,67.0,0.327,799044.812,9.0,0.044,6309333.5,102.0,0.499,505647.031,0.733,150.0,"(2,4)"
0.787,9.0,0.044,6309333.5,18.0,0.088,3126666.75,78.0,0.381,678461.562,0.802,164.0,"(2,4)"
0.816,30.0,0.147,1853600.125,13.0,0.064,4350769.0,76.0,0.371,697789.5,0.831,170.0,"(2,4)"
0.914,36.0,0.176,1535333.375,1.0,0.005,0.0,66.0,0.323,812000.0,0.929,190.0,"(2,4)"
0.967,20.0,0.098,2808400.0,14.0,0.068,4036000.0,72.0,0.352,739666.687,0.982,201.0,"(2,4)"
0.997,26.0,0.127,2147384.5,6.0,0.029,9492000.0,61.0,0.298,883147.5,1.012,207.0,"(2,4)"
1.016,57.0,0.279,949052.625,0.0,0.0,0.0,27.0,0.132,2065777.75,1.031,211.0,"(2,4)"
1.016,27.0,0.132,2065777.75,0.0,0.0,0.0,75.0,0.367,707839.937,1.031,211.0,"(2,4)"
0.933,64.0,0.313,839125.0,0.0,0.0,0.0,103.0,0.503,500194.187,0.948,194.0,"(2,4)"
0.845,22.0,0.108,2548000.0,3.0,0.015,19040000.0,89.0,0.435,587685.375,0.86,176.0,"(2,4)"
0.923,40.0,0.196,1376200.0,0.0,0.0,0.0,114.0,0.557,446526.312,0.938,192.0,"(2,4)"
0.977,42.0,0.205,1308000.0,6.0,0.029,9492000.0,93.0,0.455,560000.0,0.992,203.0,"(2,4)"
1.08,72.0,0.352,739666.687,3.0,0.015,19040000.0,3.0,0.015,19040000.0,1.095,224.0,"(2,4)"
1.129,6.0,0.029,9492000.0,0.0,0.0,0.0,49.0,0.239,1113142.875,1.144,234.0,"(2,4)"
1.104,33.0,0.161,1680000.0,6.0,0.029,9492000.0,81.0,0.396,651259.25,1.119,229.0,"(2,4)"
1.119,70.0,0.342,762400.0,0.0,0.0,0.0,75.0,0.367,707839.937,1.134,232.0,"(2,4)"
1.026,7.0,0.034,8128000.0,0.0,0.0,0.0,86.0,0.42,610139.562,1.041,213.0,"(2,4)"
0.728,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.347,750873.25,0.743,152.0,"(2,4)"
0.425,51.0,0.249,1067294.125,0.0,0.0,0.0,53.0,0.259,1024905.687,0.44,90.0,"(2,4)"
0.332,21.0,0.103,2672000.0,0.0,0.0,0.0,54.0,0.264,1004888.875,0.347,71.0,"(2,4)"
0.254,55.0,0.269,985599.937,0.0,0.0,0.0,27.0,0.132,2065777.75,0.269,55.0,"(2,4)"
0.185,28.0,0.137,1990000.0,7.0,0.034,8128000.0,21.0,0.103,2672000.0,0.2,41.0,"(2,4)"
0.122,18.0,0.088,3126666.75,1.0,0.005,0.0,10.0,0.049,5672800.0,0.137,28.0,"(2,4)"
0.117,53.0,0.259,1024905.687,0.0,0.0,0.0,0.0,0.0,0.0,0.132,27.0,"(2,4)"
0.097,40.0,0.196,1376200.0,0.0,0.0,0.0,23.0,0.112,2434782.75,0.112,23.0,"(2,4)"
0.058,92.0,0.45,566695.687,0.0,0.0,0.0,13.0,0.064,4350769.0,0.073,15.0,"(2,4)"
0.063,61.0,0.298,883147.5,0.0,0.0,0.0,22.0,0.108,2548000.0,0.078,16.0,"(2,4)"
0.058,23.0,0.112,2434782.75,30.0,0.147,1853600.125,39.0,0.191,1412923.125,0.073,15.0,"(2,4)"
0.063,74.0,0.362,718162.125,17.0,0.083,3313882.25,40.0,0.196,1376200.0,0.078,16.0,"(2,4)"
0.063,82.0,0.401,642634.125,1.0,0.005,0.0,37.0,0.181,1492324.25,0.078,16.0,"(2,4)"
0.039,67.0,0.327,799044.812,0.0,0.0,0.0,21.0,0.103,2672000.0,0.054,11.0,"(2,4)"
0.063,75.0,0.367,707839.937,18.0,0.088,3126666.75,46.0,0.225,1189391.375,0.078,16.0,"(2,4)"
0.063,77.0,0.376,688000.0,4.0,0.02,14266000.0,49.0,0.239,1113142.875,0.078,16.0,"(2,4)"
0.058,75.0,0.367,707839.937,5.0,0.024,11401600.0,50.0,0.244,1089760.0,0.073,15.0,"(2,4)"
0.073,216.0,1.056,209222.218,0.0,0.0,0.0,52.0,0.254,1045692.312,0.088,18.0,"(2,4)"
0.053,72.0,0.352,739666.687,7.0,0.034,8128000.0,49.0,0.239,1113142.875,0.068,14.0,"(2,4)"
0.058,73.0,0.357,728767.187,4.0,0.02,14266000.0,49.0,0.239,1113142.875,0.073,15.0,"(2,4)"
0.053,62.0,0.303,868000.0,0.0,0.0,0.0,75.0,0.367,707839.937,0.068,14.0,"(2,4)"
0.063,82.0,0.401,642634.125,16.0,0.078,3524500.0,54.0,0.264,1004888.875,0.078,16.0,"(2,4)"
0.058,88.0,0.43,595000.0,1.0,0.005,0.0,57.0,0.279,949052.625,0.073,15.0,"(2,4)"
0.053,64.0,0.313,839125.0,10.0,0.049,5672800.0,57.0,0.279,949052.625,0.068,14.0,"(2,4)"
0.068,92.0,0.45,566695.687,8.0,0.039,7105000.0,57.0,0.279,949052.625,0.083,17.0,"(2,4)"
0.058,90.0,0.44,580533.312,0.0,0.0,0.0,40.0,0.196,1376200.0,0.073,15.0,"(2,4)"
0.068,89.0,0.435,587685.375,4.0,0.02,14266000.0,58.0,0.283,931724.187,0.083,17.0,"(2,4)"
0.053,92.0,0.45,566695.687,2.0,0.01,0.0,60.0,0.293,898800.062,0.068,14.0,"(2,4)"
0.053,95.0,0.464,547031.562,7.0,0.034,8128000.0,58.0,0.283,931724.187,0.068,14.0,"(2,4)"
0.058,92.0,0.45,566695.687,9.0,0.044,6309333.5,28.0,0.137,1990000.0,0.073,15.0,"(2,4)"
0.063,74.0,0.362,718162.125,8.0,0.039,7105000.0,58.0,0.283,931724.187,0.078,16.0,"(2,4)"
0.063,96.0,0.469,540750.0,5.0,0.024,11401600.0,68.0,0.332,786470.562,0.078,16.0,"(2,4)"
0.058,97.0,0.474,534597.937,4.0,0.02,14266000.0,64.0,0.313,839125.0,0.073,15.0,"(2,4)"
0.063,95.0,0.464,547031.562,9.0,0.044,6309333.5,62.0,0.303,868000.0,0.078,16.0,"(2,4)"
0.063,95.0,0.464,547031.562,6.0,0.029,9492000.0,52.0,0.254,1045692.312,0.078,16.0,"(2,4)"
0.063,93.0,0.455,560000.0,14.0,0.068,4036000.0,79.0,0.386,669164.562,0.078,16.0,"(2,4)"
0.063,100.0,0.489,516879.968,0.0,0.0,0.0,51.0,0.249,1067294.125,0.078,16.0,"(2,4)"
0.063,95.0,0.464,547031.562,14.0,0.068,4036000.0,64.0,0.313,839125.0,0.078,16.0,"(2,4)"
0.058,91.0,0.445,573538.437,10.0,0.049,5672800.0,65.0,0.318,825353.812,0.073,15.0,"(2,4)"
0.063,94.0,0.459,553446.812,3.0,0.015,19040000.0,64.0,0.313,839125.0,0.078,16.0,"(2,4)"
0.063,97.0,0.474,534597.937,6.0,0.029,9492000.0,76.0,0.371,697789.5,0.078,16.0,"(2,4)"
0.058,110.0,0.538,464799.968,13.0,0.064,4350769.0,70.0,0.342,762400.0,0.073,15.0,"(2,4)"
